P3-R0308-2,R/B-11 MACHINING COMPLETED,,
P3-R0308-1,R/B-11 HOME POSITION,,
P3-R0308-0,R/B-11 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0307-F,CYCLE TIME (END OF PROCESS) R/B-10,,
P3-R0307-C,R/B-10 FAILURE,,
P3-R0307-B,R/B-10 FAULT,,
P3-R0307-A,R/B-10 MACHINING COMPLETED,,
P3-R0307-9,R/B-10 HOME POSITION,,
P3-R0307-8,R/B-10 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0307-7,CYCLE TIME (END OF PROCESS) R/B-9,,
P3-R0307-4,R/B-9 FAILURE,,
P3-R0307-3,R/B-9 FAULT,,
P3-R0307-2,R/B-9 MACHINING COMPLETED,,
P3-R0307-1,R/B-9 HOME POSITION,,
P3-R0307-0,R/B-9 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0306-F,CYCLE TIME (END OF PROCESS) R/B-8,,
P3-R0306-C,R/B-8 FAILURE,,
P3-R0306-B,R/B-8 FAULT,,
P3-R0306-A,R/B-8 MACHINING COMPLETED,,
P3-R0306-9,R/B-8 HOME POSITION,,
P3-R0306-8,R/B-8 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0306-7,CYCLE TIME (END OF PROCESS) R/B-7,,
P3-R0306-4,R/B-7 FAILURE,,
P3-R0306-3,R/B-7 FAULT,,
P3-R0306-2,R/B-7 MACHINING COMPLETED,,
P3-R0306-1,R/B-7 HOME POSITION,,
P3-R0306-0,R/B-7 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0305-F,CYCLE TIME (END OF PROCESS) R/B-6,,
P3-R0305-C,R/B-6 FAILURE,,
P3-R0305-B,R/B-6 FAULT,,
P3-R0305-A,R/B-6 MACHINING COMPLETED,,
P3-R0305-9,R/B-6 HOME POSITION,,
P3-R0305-8,R/B-6 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0305-7,CYCLE TIME (END OF PROCESS) R/B-5,,
P3-R0305-4,R/B-5 FAILURE,,
P3-R0305-3,R/B-5 FAULT,,
P3-R0305-2,R/B-5 MACHINING COMPLETED,,
P3-R0305-1,R/B-5 HOME POSITION,,
P3-R0305-0,R/B-5 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0304-F,CYCLE TIME (END OF PROCESS) R/B-4,,
P3-R0304-C,R/B-4 FAILURE,,
P3-R0304-B,R/B-4 FAULT,,
P3-R0304-A,R/B-4 MACHINING COMPLETED,,
P3-R0304-9,R/B-4 HOME POSITION,,
P3-R0304-8,R/B-4 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0304-7,CYCLE TIME (END OF PROCESS) R/B-3,,
P3-R0304-4,R/B-3 FAILURE,,
P3-R0304-3,R/B-3 FAULT,,
P3-R0304-2,R/B-3 MACHINING COMPLETED,,
P3-R0304-1,R/B-3 HOME POSITION,,
P3-R0304-0,R/B-3 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0303-F,CYCLE TIME (END OF PROCESS) R/B-2,,
P3-R0303-C,R/B-2 FAILURE,,
P3-R0303-B,R/B-2 FAULT,,
P3-R0303-A,R/B-2 MACHINING COMPLETED,,
P3-R0303-9,R/B-2 HOME POSITION,,
P3-R0303-8,R/B-2 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0303-7,CYCLE TIME (END OF PROCESS) R/B-1,,
P3-R0303-4,R/B-1 FAILURE,,
P3-R0303-3,R/B-1 FAULT,,
P3-R0303-2,R/B-1 MACHINING COMPLETED,,
P3-R0303-1,R/B-1 HOME POSITION,,
P3-R0303-0,R/B-1 AUTOMATIC OPERATION IN PROGRESS,,
P1-R05C5-E,PROC11 - JPI,,P1_JPI_11
P1-R05C5-C,PROC11 - MOR,,P1_MOR_11
P1-R05C5-B,PROC11 - STP,,P1_STP_11
P1-R05C5-A,PROC11 - RDY,,P1_RDY_11
P1-R05C5-9,PROC11 - RUN,,P1_RUN_11
P1-R05C5-8,PROC11 - RES,,P1_RES_11
P1-R05C2-E,PROC05 - JPI,,P1_JPI_05
P1-R05C2-C,PROC05 - MOR,,P1_MOR_05
P1-R05C2-B,PROC05 - STP,,P1_STP_05
P1-R05C2-A,PROC05 - RDY,,P1_RDY_05
P1-R05C2-9,PROC05 - RUN,,P1_RUN_05
P1-R05C2-8,PROC05 - RES,,P1_RES_05
P1-R05C0-E,PROC01 - JPI,,P1_JPI_01
P1-R05C0-C,PROC01 - MOR,,P1_MOR_01
P1-R05C0-B,PROC01 - STP,,P1_STP_01
P1-R05C0-A,PROC01 - RDY,,P1_RDY_01
P1-R05C0-9,PROC01 - RUN,,P1_RUN_01
P1-R05C0-8,PROC01 - RES,,P1_RES_01
P1-R05C0-6,PROC00 - JPI,,P1_JPI_00
P1-R05C0-5,PROC00 - DGR,,P1_DGR_00
P1-R05C0-4,PROC00 - MOR,,P1_MOR_00
P1-R05C0-3,PROC00 - STP,,P1_STP_00
P1-R05C0-2,PROC00 - RDY,,P1_RDY_00
P1-R05C0-1,PROC00 - RUN,,P1_RUN_00
P1-R05C0-0,PROC00 - RES,,P1_RES_00
P3-R031F-1,CALL MAINTENANCE,,
P3-R031F-0,CALL CORPORATE MIDDLE-MANAGER,,
P3-R031C-9,CALL MAINTENANCE,,
P3-R031C-8,CALL CORPORATE MIDDLE-MANAGER,,
P3-R031C-1,TIP EXCHANGE DIRECTIONS(FIXED QUANTITY),,
P3-R031C-0,TIP EXCHANGE COMPLETED,,
P3-R031B-9,CALL MAINTENANCE,,
P3-R031B-8,CALL CORPORATE MIDDLE-MANAGER,,
P3-R031A-E,R/B-16 FAILURE,,
P3-R031A-D,R/B-16 ALARM,,
P3-R031A-C,R/B-16 AUTOMATIC OPERATION IN PROGRESS,,
P3-R031A-A,R/B-15 FAILURE,,
P3-R031A-9,R/B-15 ALARM,,
P3-R031A-8,R/B-15 AUTOMATIC OPERATION IN PROGRESS,,
P3-R031A-6,R/B-14 FAILURE,,
P3-R031A-5,R/B-14 ALARM,,
P3-R031A-4,R/B-14 AUTOMATIC OPERATION IN PROGRESS,,
P3-R031A-2,R/B-13 FAILURE,,
P3-R031A-1,R/B-13 ALARM,,
P3-R031A-0,R/B-13 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0319-E,R/B-12 FAILURE,,
P3-R0319-D,R/B-12 ALARM,,
P3-R0319-C,R/B-12 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0319-A,R/B-11 FAILURE,,
P3-R0319-9,R/B-11 ALARM,,
P3-R0319-8,R/B-11 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0319-6,R/B-10 FAILURE,,
P3-R0319-5,R/B-10 ALARM,,
P3-R0319-4,R/B-10 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0319-2,R/B-9 FAILURE,,
P3-R0319-1,R/B-9 ALARM,,
P3-R0319-0,R/B-9 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0318-E,R/B-8 FAILURE,,
P3-R0318-D,R/B-8 ALARM,,
P3-R0318-C,R/B-8 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0318-A,R/B-7 FAILURE,,
P3-R0318-9,R/B-7 ALARM,,
P3-R0318-8,R/B-7 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0318-6,R/B-6 FAILURE,,
P3-R0318-5,R/B-6 ALARM,,
P3-R0318-4,R/B-6 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0318-2,R/B-5 FAILURE,,
P3-R0318-1,R/B-5 ALARM,,
P3-R0318-0,R/B-5 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0317-E,R/B-4 FAILURE,,
P3-R0317-D,R/B-4 ALARM,,
P3-R0317-C,R/B-4 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0317-A,R/B-3 FAILURE,,
P3-R0317-9,R/B-3 ALARM,,
P3-R0317-8,R/B-3 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0317-6,R/B-2 FAILURE,,
P3-R0317-5,R/B-2 ALARM,,
P3-R0317-4,R/B-2 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0317-2,R/B-1 FAILURE,,
P3-R0317-1,R/B-1 ALARM,,
P3-R0317-0,R/B-1 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0312-F,CYCLE TIME (END OF PROCESS) R/B-32,,
P3-R0312-C,R/B-32 FAILURE,,
P3-R0312-B,R/B-32 FAULT,,
P3-R0312-A,R/B-32 MACHINING COMPLETED,,
P3-R0312-9,R/B-32 HOME POSITION,,
P3-R0312-8,R/B-32 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0312-7,CYCLE TIME (END OF PROCESS) R/B-31,,
P3-R0312-4,R/B-31 FAILURE,,
P3-R0312-3,R/B-31 FAULT,,
P3-R0312-2,R/B-31 MACHINING COMPLETED,,
P3-R0312-1,R/B-31 HOME POSITION,,
P3-R0312-0,R/B-31 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0311-F,CYCLE TIME (END OF PROCESS) R/B-30,,
P3-R0311-C,R/B-30 FAILURE,,
P3-R0311-B,R/B-30 FAULT,,
P3-R0311-A,R/B-30 MACHINING COMPLETED,,
P3-R0311-9,R/B-30 HOME POSITION,,
P3-R0311-8,R/B-30 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0311-7,CYCLE TIME (END OF PROCESS) R/B-29,,
P3-R0311-4,R/B-29 FAILURE,,
P3-R0311-3,R/B-29 FAULT,,
P3-R0311-2,R/B-29 MACHINING COMPLETED,,
P3-R0311-1,R/B-29 HOME POSITION,,
P3-R0311-0,R/B-29 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0310-F,CYCLE TIME (END OF PROCESS) R/B-28,,
P3-R0310-C,R/B-28 FAILURE,,
P3-R0310-B,R/B-28 FAULT,,
P3-R0310-A,R/B-28 MACHINING COMPLETED,,
P3-R0310-9,R/B-28 HOME POSITION,,
P3-R0310-8,R/B-28 AUTOMATIC OPERATION IN PROGRESS,,
P3-R0310-7,CYCLE TIME (END OF PROCESS) R/B-27,,
P3-R0310-4,R/B-27 FAILURE,,
P3-R0310-3,R/B-27 FAULT,,
P3-R0310-2,R/B-27 MACHINING COMPLETED,,
P3-R0310-1,R/B-27 HOME POSITION,,
P3-R0310-0,R/B-27 AUTOMATIC OPERATION IN PROGRESS,,
P1-R0580-C,PROC11-TR1100            AUTOMATIC RUNNING,,TR1100
P1-R0580-F,PROC11-TR1103            PARTS EMPTY,,TR1103
P1-R0581-2,PROC11-TR1106            NO CASSETTE CONF.,,TR1106
P1-R0580-D,PROC11-TR1101            CASSETTE CONF.,,TR1101
P1-R0581-0,PROC11-TR1104            LIFTER DOWN END,,TR1104
P1-R0581-3,PROC11-TR1107            LIFTER UP END,,TR1107
P1-R0580-E,PROC11-TR1102            CASSETTE LOCK END,,TR1102
P1-R0581-1,PROC11-TR1105            CASSETTE UNLOCK END,,TR1105
P1-R0580-9,PROC10-TR1005            CASSETTE LOCK UNLOCK END,,TR1005
P1-R0580-4,PROC10-TR1000            CASSETTE LOAD COMPLETE,,TR1000
P1-R0580-7,PROC10-TR1003            PARTS SET COMPLETE,,TR1003
P1-R0580-A,PROC10-TR1006            OPERATION COMPLETE,,TR1006
P1-R0580-5,PROC10-TR1001            CASSETTE LOCK END,,TR1001
P1-R0580-8,PROC10-TR1004            LIFTER UPPER END,,TR1004
P1-R0580-B,PROC10-TR1007            HOME POSITION/OP COMP. RESET,,TR1007
P1-R0580-3,PROC05-TR0501            ALWAYS OFF,,TR0501
P1-R0580-2,PROC05-TR0500            RETURN TO HOME,,TR0500
P1-R0580-1,PROC00-TR0001            NORMALLY OFF,,TR0001
P1-R0580-0,PROC00-TR0000            NORMALLY ON,,TR0000
P2-D0F00-0,From EDC.Heartbeat,,
P2-D0F00-3,From EDC.Time Sync Rq,,
P2-D0E01-D,To EDC PreDefined.Spare29,,
P2-D0E01-C,To EDC PreDefined.Spare28,,
P2-D0E00-1,To EDC PreDefined.ConvRunning 1,,
P2-D0E00-4,To EDC PreDefined.TempStopActive 4,,
P2-D0E00-3,To EDC PreDefined.FixedStopActive 3,,
P2-D0E01-B,To EDC PreDefined.In Demand Off 27,,
P2-D0E01-A,To EDC PreDefined.Full On 26,,
P2-D0E01-9,To EDC PreDefined.Short On 25,,
P2-D0E01-8,To EDC PreDefined.Delay On 24,,
P2-D0E01-7,To EDC PreDefined.Continuous Off 23,,
P2-D0E01-5,To EDC PreDefined.InvalidWallClock 21,,
P2-D0E01-4,To EDC PreDefined.Spare20,,
P2-D0E01-3,To EDC PreDefined.Spare19,,
P2-D0E01-2,To EDC PreDefined.Spare18,,
P2-D0E01-1,To EDC PreDefined.Spare17,,
P2-D0E01-0,To EDC PreDefined.Spare 16,,
P2-D0E00-F,To EDC PreDefined.NoEventDisplay 15,,
P2-D0E00-E,To EDC PreDefined.InterlockOff 14,,
P2-D0E00-D,To EDC PreDefined.MaintCall 13,,
P2-D0E00-C,To EDC PreDefined.CycleComplete_ON 12,,
P2-D0E00-B,To EDC PreDefined.Idividual_ON 11,,
P2-D0E00-A,To EDC PreDefined.Manual_On 10,,
P2-D0E00-9,To EDC PreDefined.AutoRun_Off 9,,
P2-D0E00-8,To EDC PreDefined.MasterOn_Off 8,,
P2-D0E00-7,To EDC PreDefined.Alarm_On 7,,
P2-D0E00-6,To EDC PreDefined.Fault_On 6,,
P2-D0E00-5,To EDC PreDefined.ProdStopActive 5,,
P2-D0E00-2,To EDC PreDefined.OverTakt,,
P2-D0E00-0,To EDC PreDefined.OverallStartOn 0,,
P3-D090B-0,ENTER INPUT,,
P3-D0B55-1,R/B-18 TIP EXCHANGE COMPLETION,,
P3-D0B55-0,R/B-17 TIP EXCHANGE COMPLETION,,
P3-D0B54-F,R/B-16 TIP EXCHANGE COMPLETION,,
P3-D0B54-E,R/B-15 TIP EXCHANGE COMPLETION,,
P3-D0B54-D,R/B-14 TIP EXCHANGE COMPLETION,,
P3-D0B54-C,R/B-13 TIP EXCHANGE COMPLETION,,
P3-D0B54-B,R/B-12 TIP EXCHANGE COMPLETION,,
P3-D0B54-A,R/B-11 TIP EXCHANGE COMPLETION,,
P3-D0B54-9,R/B-10 TIP EXCHANGE COMPLETION,,
P3-D0B54-8,R/B-9 TIP EXCHANGE COMPLETION,,
P3-D0B54-7,R/B-8 TIP EXCHANGE COMPLETION,,
P3-D0B54-6,R/B-7 TIP EXCHANGE COMPLETION,,
P3-D0B54-5,R/B-6 TIP EXCHANGE COMPLETION,,
P3-D0B54-4,R/B-5 TIP EXCHANGE COMPLETION,,
P3-D0B54-3,R/B-4 TIP EXCHANGE COMPLETION,,
P3-D0B54-2,R/B-3 TIP EXCHANGE COMPLETION,,
P3-D0B54-1,R/B-2 TIP EXCHANGE COMPLETION,,
P3-D0B54-0,R/B-1 TIP EXCHANGE COMPLETION,,
P3-D045D-8,P2-L1:S8 CUT OFF STATE,,
P3-D045D-7,P2-L1:S7 CUT OFF STATE,,
P3-D045D-6,P2-L1:S6 CUT OFF STATE,,
P3-D045D-5,P2-L1:S5 CUT OFF STATE,,
P3-D045D-4,P2-L1:S4 CUT OFF STATE,,
P3-D045D-3,P2-L1:S3 CUT OFF STATE,,
P3-D045D-2,P2-L1:S2 CUT OFF STATE,,
P3-D045D-1,P2-L1:S1 CUT OFF STATE,,
P3-D045C-F,L8:S15 CUT OFF STATE,,
P3-D045C-E,L8:S14 CUT OFF STATE,,
P3-D045C-D,L8:S13 CUT OFF STATE,,
P3-D045C-C,L8:S12 CUT OFF STATE,,
P3-D045C-B,L8:S11 CUT OFF STATE,,
P3-D045C-A,L8:S10 CUT OFF STATE,,
P3-D045C-9,L8:S9 CUT OFF STATE,,
P3-D045C-8,L8:S8 CUT OFF STATE,,
P3-D045C-7,L8:S7 CUT OFF STATE,,
P3-D045C-6,L8:S6 CUT OFF STATE,,
P3-D045C-5,L8:S5 CUT OFF STATE,,
P3-D045C-4,L8:S4 CUT OFF STATE,,
P3-D045C-3,L8:S3 CUT OFF STATE,,
P3-D045C-2,L8:S2 CUT OFF STATE,,
P3-D045C-1,L8:S1 CUT OFF STATE,,
P3-D045B-F,L7:S15 CUT OFF STATE,,
P3-D045B-E,L7:S14 CUT OFF STATE,,
P3-D045B-D,L7:S13 CUT OFF STATE,,
P3-D045B-C,L7:S12 CUT OFF STATE,,
P3-D045B-B,L7:S11 CUT OFF STATE,,
P3-D045B-A,L7:S10 CUT OFF STATE,,
P3-D045B-9,L7:S9 CUT OFF STATE,,
P3-D045B-8,L7:S8 CUT OFF STATE,,
P3-D045B-7,L7:S7 CUT OFF STATE,,
P3-D045B-6,L7:S6 CUT OFF STATE,,
P3-D045B-5,L7:S5 CUT OFF STATE,,
P3-D045B-4,L7:S4 CUT OFF STATE,,
P3-D045B-3,L7:S3 CUT OFF STATE,,
P3-D045B-2,L7:S2 CUT OFF STATE,,
P3-D045B-1,L7:S1 CUT OFF STATE,,
P3-D045A-F,L6:S15 CUT OFF STATE,,
P3-D045A-E,L6:S14 CUT OFF STATE,,
P3-D045A-D,L6:S13 CUT OFF STATE,,
P3-D045A-C,L6:S12 CUT OFF STATE,,
P3-D045A-B,L6:S11 CUT OFF STATE,,
P3-D045A-A,L6:S10 CUT OFF STATE,,
P3-D045A-9,L6:S9 CUT OFF STATE,,
P3-D045A-8,L6:S8 CUT OFF STATE,,
P3-D045A-7,L6:S7 CUT OFF STATE,,
P3-D045A-6,L6:S6 CUT OFF STATE,,
P3-D045A-5,L6:S5 CUT OFF STATE,,
P3-D045A-4,L6:S4 CUT OFF STATE,,
P3-D045A-3,L6:S3 CUT OFF STATE,,
P3-D045A-2,L6:S2 CUT OFF STATE,,
P3-D045A-1,L6:S1 CUT OFF STATE,,
P3-D0459-F,L5:S15 CUT OFF STATE,,
P3-D0459-E,L5:S14 CUT OFF STATE,,
P3-D0459-D,L5:S13 CUT OFF STATE,,
P3-D0459-C,L5:S12 CUT OFF STATE,,
P3-D0459-B,L5:S11 CUT OFF STATE,,
P3-D0459-A,L5:S10 CUT OFF STATE,,
P3-D0459-9,L5:S9 CUT OFF STATE,,
P3-D0459-8,L5:S8 CUT OFF STATE,,
P3-D0459-7,L5:S7 CUT OFF STATE,,
P3-D0459-6,L5:S6 CUT OFF STATE,,
P3-D0459-5,L5:S5 CUT OFF STATE,,
P3-D0459-4,L5:S4 CUT OFF STATE,,
P3-D0459-3,L5:S3 CUT OFF STATE,,
P3-D0459-2,L5:S2 CUT OFF STATE,,
P3-D0459-1,L5:S1 CUT OFF STATE,,
P3-D0458-F,L4:S15 CUT OFF STATE,,
P3-D0458-E,L4:S14 CUT OFF STATE,,
P3-D0458-D,L4:S13 CUT OFF STATE,,
P3-D0458-C,L4:S12 CUT OFF STATE,,
P3-D0458-B,L4:S11 CUT OFF STATE,,
P3-D0458-A,L4:S10 CUT OFF STATE,,
P3-D0458-9,L4:S9 CUT OFF STATE,,
P3-D0458-8,L4:S8 CUT OFF STATE,,
P3-D0458-7,L4:S7 CUT OFF STATE,,
P3-D0458-6,L4:S6 CUT OFF STATE,,
P3-D0458-5,L4:S5 CUT OFF STATE,,
P3-D0458-4,L4:S4 CUT OFF STATE,,
P3-D0458-3,L4:S3 CUT OFF STATE,,
P3-D0458-2,L4:S2 CUT OFF STATE,,
P3-D0458-1,L4:S1 CUT OFF STATE,,
P3-D0457-F,L3:S15 CUT OFF STATE,,
P3-D0457-E,L3:S14 CUT OFF STATE,,
P3-D0457-D,L3:S13 CUT OFF STATE,,
P3-D0457-C,L3:S12 CUT OFF STATE,,
P3-D0457-B,L3:S11 CUT OFF STATE,,
P3-D0457-A,L3:S10 CUT OFF STATE,,
P3-D0457-9,L3:S9 CUT OFF STATE,,
P3-D0457-8,L3:S8 CUT OFF STATE,,
P3-D0457-7,L3:S7 CUT OFF STATE,,
P3-D0457-6,L3:S6 CUT OFF STATE,,
P3-D0457-5,L3:S5 CUT OFF STATE,,
P3-D0457-4,L3:S4 CUT OFF STATE,,
P3-D0457-3,L3:S3 CUT OFF STATE,,
P3-D0457-2,L3:S2 CUT OFF STATE,,
P3-D0457-1,L3:S1 CUT OFF STATE,,
P2-D0ECE-7,To EDC CycleStep1.SpareBOOL2,,
P2-D0ECE-6,To EDC CycleStep1.SpareBOOL1,,
P2-D0ECE-5,To EDC CycleStep1.SendDataReq,,
P2-D0ECE-4,To EDC CycleStep1.StopDataReq,,
P2-D0ECE-3,To EDC CycleStep1.StartDataReq,,
P2-D0ECE-2,To EDC CycleStep1.ResetDataReq,,
P2-D0ECE-1,To EDC CycleStep1.ReadDataReq,,
P2-D0ECE-0,To EDC CycleStep1.LoadAVIReq,,
P2-D0ECD-7,To EDC Trend1.PdMSendReq,,
P2-D0ECD-6,To EDC Trend1.PdMStartReq,,
P2-D0ECD-5,To EDC Trend1.SendDataReq,,
P2-D0ECD-4,To EDC Trend1.StopDataReq,,
P2-D0ECD-3,To EDC Trend1.StartDataReq,,
P2-D0ECD-2,To EDC Trend1.ResetDataReq,,
P2-D0ECD-1,To EDC Trend1.ReadDataReq,,
P2-D0ECD-0,To EDC Trend1.LoadAVIReq,,
P2-D06C6-F,L8:S15 FAULT,,
P2-D06C6-E,L8:S14 FAULT,,
P2-D06C6-D,L8:S13 FAULT,,
P2-D06C6-C,L8:S12 FAULT,,
P2-D06C6-B,L8:S11 FAULT,,
P2-D06C6-A,L8:S10 FAULT,,
P2-D06C6-9,L8:S9 FAULT,,
P2-D06C6-8,L8:S8 FAULT,,
P2-D06C6-7,L8:S7 FAULT,,
P2-D06C6-6,L8:S6 FAULT,,
P2-D06C6-5,L8:S5 FAULT,,
P2-D06C6-4,L8:S4 FAULT,,
P2-D06C6-3,L8:S3 FAULT,,
P2-D06C6-2,L8:S2 FAULT,,
P2-D06C6-1,L8:S1 FAULT,,
P2-D06C5-F,L7:S15 FAULT,,
P2-D06C5-E,L7:S14 FAULT,,
P2-D06C5-D,L7:S13 FAULT,,
P2-D06C5-C,L7:S12 FAULT,,
P2-D06C5-B,L7:S11 FAULT,,
P2-D06C5-A,L7:S10 FAULT,,
P2-D06C5-9,L7:S9 FAULT,,
P2-D06C5-8,L7:S8 FAULT,,
P2-D06C5-7,L7:S7 FAULT,,
P2-D06C5-6,L7:S6 FAULT,,
P2-D06C5-5,L7:S5 FAULT,,
P2-D06C5-4,L7:S4 FAULT,,
P2-D06C5-3,L7:S3 FAULT,,
P2-D06C5-2,L7:S2 FAULT,,
P2-D06C5-1,L7:S1 FAULT,,
P2-D06C4-F,L6:S15 FAULT,,
P2-D06C4-E,L6:S14 FAULT,,
P2-D06C4-D,L6:S13 FAULT,,
P2-D06C4-C,L6:S12 FAULT,,
P2-D06C4-B,L6:S11 FAULT,,
P2-D06C4-A,L6:S10 FAULT,,
P2-D06C4-9,L6:S9 FAULT,,
P2-D06C4-8,L6:S8 FAULT,,
P2-D06C4-7,L6:S7 FAULT,,
P2-D06C4-6,L6:S6 FAULT,,
P2-D06C4-5,L6:S5 FAULT,,
P2-D06C4-4,L6:S4 FAULT,,
P2-D06C4-3,L6:S3 FAULT,,
P2-D06C4-2,L6:S2 FAULT,,
P2-D06C4-1,L6:S1 FAULT,,
P2-D06C3-F,L5:S15 FAULT,,
P2-D06C3-E,L5:S14 FAULT,,
P2-D06C3-D,L5:S13 FAULT,,
P2-D06C3-C,L5:S12 FAULT,,
P2-D06C3-B,L5:S11 FAULT,,
P2-D06C3-A,L5:S10 FAULT,,
P2-D06C3-9,L5:S9 FAULT,,
P2-D06C3-8,L5:S8 FAULT,,
P2-D06C3-7,L5:S7 FAULT,,
P2-D06C3-6,L5:S6 FAULT,,
P2-D06C3-5,L5:S5 FAULT,,
P2-D06C3-4,L5:S4 FAULT,,
P2-D06C3-3,L5:S3 FAULT,,
P2-D06C3-2,L5:S2 FAULT,,
P2-D06C3-1,L5:S1 FAULT,,
P2-D06C2-F,L4:S15 FAULT,,
P2-D06C2-E,L4:S14 FAULT,,
P2-D06C2-D,L4:S13 FAULT,,
P2-D06C2-C,L4:S12 FAULT,,
P2-D06C2-B,L4:S11 FAULT,,
P2-D06C2-A,L4:S10 FAULT,,
P2-D06C2-9,L4:S9 FAULT,,
P2-D06C2-8,L4:S8 FAULT,,
P2-D06C2-7,L4:S7 FAULT,,
P2-D06C2-6,L4:S6 FAULT,,
P2-D06C2-5,L4:S5 FAULT,,
P2-D06C2-4,L4:S4 FAULT,,
P2-D06C2-3,L4:S3 FAULT,,
P2-D06C2-2,L4:S2 FAULT,,
P2-D06C2-1,L4:S1 FAULT,,
P2-D06C1-F,L3:S15 FAULT,,
P2-D06C1-E,L3:S14 FAULT,,
P2-D06C1-D,L3:S13 FAULT,,
P2-D06C1-C,L3:S12 FAULT,,
P2-D06C1-B,L3:S11 FAULT,,
P2-D06C1-A,L3:S10 FAULT,,
P2-D06C1-9,L3:S9 FAULT,,
P2-D06C1-8,L3:S8 FAULT,,
P2-D06C1-7,L3:S7 FAULT,,
P2-D06C1-6,L3:S6 FAULT,,
P2-D06C1-5,L3:S5 FAULT,,
P2-D06C1-4,L3:S4 FAULT,,
P2-D06C1-3,L3:S3 FAULT,,
P2-D06C1-2,L3:S2 FAULT,,
P2-D06C1-1,L3:S1 FAULT,,
P2-D06C0-F,L2:S15 FAULT,,
P2-D06C0-E,L2:S14 FAULT,,
P2-D06C0-D,L2:S13 FAULT,,
P2-D06C0-C,L2:S12 FAULT,,
P2-D06C0-B,L2:S11 FAULT,,
P2-D06C0-A,L2:S10 FAULT,,
P2-D06C0-9,L2:S9 FAULT,,
P2-D06C0-8,L2:S8 FAULT,,
P2-D06C0-7,L2:S7 FAULT,,
P2-D06C0-6,L2:S6 FAULT,,
P2-D06C0-5,L2:S5 FAULT,,
P2-D06C0-4,L2:S4 FAULT,,
P2-D06C0-3,L2:S3 FAULT,,
P2-D06C0-2,L2:S2 FAULT,,
P2-D06C0-1,L2:S1 FAULT,,
P3-D0B30-F,MANU. -8 (STORAGE),,
P3-D0B30-E,MANU. -7 (STORAGE),,
P3-D0B30-D,MANU. -6 (STORAGE),,
P3-D0B30-C,MANU. -5 (STORAGE),,
P3-D0B30-B,MANU. -4 (STORAGE),,
P3-D0B30-A,MANU. -3 (STORAGE),,
P3-D0B30-9,MANU. -2 (STORAGE),,
P3-D0B30-8,MANU. -1 (STORAGE),,
P3-D0B30-7,TIME -8 (STORAGE),,
P3-D0B30-6,TIME -7 (STORAGE),,
P3-D0B30-5,TIME -6 (STORAGE),,
P3-D0B30-4,TIME -5 (STORAGE),,
P3-D0B30-3,TIME -4 (STORAGE),,
P3-D0B30-2,TIME -3 (STORAGE),,
P3-D0B30-1,TIME -2 (STORAGE),,
P3-D0B30-0,TIME -1 (STORAGE),,
P2-D0F11-B,From EDC.In Demand Off,,
P2-D0F10-0,From EDC.Andon ON,,
P2-D0EEC-F,To EDC Spare.Spare(0).15,,
P2-D0EEC-A,To EDC Spare.Spare[0].10  UserConfig-CycleMsgEN,,
P2-D0EEC-9,To EDC Spare.Spare[0].9  UserConfig-QISFBExist,,
P2-D0EEC-7,To EDC Spare.Spare[0].7  UserConfig-VersionEN,,
P2-D0EEC-6,To EDC Spare.Spare[0].6  UserConfig-TrendMsgEN,,
P2-D0EEC-5,To EDC Spare.Spare[0].5  UserConfig-QualityMsgEN,,
P2-D0EEC-4,To EDC Spare.Spare[0].4  UserConfig-FaultMsgEN,,
P2-D0EEC-3,To EDC Spare.Spare[0].3  UserConfig-DriverEN,,
P2-D0EEC-2,To EDC Spare.Spare[0].2  UserConfig-TimeSync,,
P2-D0EE6-7,To EDC CycleStep4.SpareBOOL2,,
P2-D0EE6-6,To EDC CycleStep4.SpareBOOL1,,
P2-D0EE6-5,To EDC CycleStep4.SendDataReq,,
P2-D0EE6-4,To EDC CycleStep4.StopDataReq,,
